ID,compound_id,Smiles,pKi
205,CHEMBL2432043,CN(Cc1cccnc1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21,5.053253065
206,CHEMBL239426,C[N+]1(CC#CCN2OCCC2=O)CCCCC1,5
207,CHEMBL1201353_NBI70961,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,5.604324215
208,CHEMBL426032,CCC1CCCCN1CCC[C@@H]1[C@H]2CCCC[C@@H]2C[C@@H]2C(=O)O[C@@H](C)[C@@H]21,6.679853714
209,CHEMBL376897,C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,9.37003815
210,CHEMBL219786,C[N+]1(C)CCC[C@H]1[C@H]1CS[C@@](c2ccccc2)(C2CCCCC2)O1,9.019996628
211,CHEMBL496915,CN1CCC[C@@H]1[C@@H]1C[S+]([O-])[C@@](c2ccccc2)(C2CCCCC2)O1,7.29999179
212,CHEMBL146307,NCc1cccc(CN2CCC(NC(=O)[C@](O)(c3ccccc3)[C@@H]3CCC(F)(F)C3)CC2)c1,5.468521083
213,CHEMBL170739,O=C(COc1ccccc1)N1CCC(N2CCC(Oc3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)CC2)CC1,7.225483034
214,CHEMBL378872,O=C(NCC1CCNCC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,6.508638306
215,CHEMBL200171,CO[C@]1(C#C[C@@](O)(c2ccccc2)c2cccnc2)CN2CCC1CC2,9.102372909
216,CHEMBL3323284,CC(C)(CN1C(=O)c2cccc3cccc(c23)C1=O)C[N+](C)(C)CCCCCC[N+]1(C)[C@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,7.961993671
217,CHEMBL282424,Fc1ccccc1N1CCN(Cc2c[nH]c3ncccc23)CC1,5
218,CHEMBL3545181,C[N+]1(C)[C@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21,10.21646539
219,CHEMBL264414,CO[C@]1(C#C[C@@](O)(c2ccccc2)C2CCCCCC2)CN2CCC1CC2,7.7000571
220,CHEMBL2426681,COc1ccc(CC(=O)N2CCC3(CC2)CN(C2CCc4cc(-c5nccs5)ccc42)C3)nc1,6.06000179
221,CHEMBL356505,O=C(NC1CCN(Cc2ccsc2)CC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,6.337242168
222,CHEMBL294649,Cn1cc(C(=O)C(=O)N[C@H]2CN3CCC2CC3)c2ccccc21,4.300000029
223,CHEMBL3104091,CN1CCc2c(c3cccc4c3n2-c2ccccc2CC4)C1,5
224,CHEMBL1411979,CN(C)CCN(Cc1cccs1)c1ccccn1,6.227678293
225,CHEMBL66623,Cc1cccc(C)c1C(=O)N1CCC(N2CCN(Cc3ccc(Cc4ccc5c(c4)OCO5)cc3)[C@@H](C)C2)CC1,7.397940009
226,CHEMBL374513,C[N+]1(CC(=O)c2ccccc2)CC[C@@H](N2CC(c3ccc(F)cc3)(c3ccc(F)cc3)NC2=O)C1,7.024568191
227,CHEMBL146359,O=C(NC1CCN(CC2CCCCC2)CC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,4.677780705
228,CHEMBL222388,Cc1cccc(CN2CCC(N3CC(c4ccccc4)(c4ccccc4)NC3=O)CC2)c1,6.647817482
229,CHEMBL1632158,COC(=O)CCCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1,5.599999383
230,CHEMBL85391,O=C(c1cccs1)N(c1ccc(Cl)cc1)C1CCN(Cc2ccccc2)CC1,7.299988938
231,CHEMBL305026,Cc1cccc(C)c1C(=O)N1CCC(N2CCN([C@@H](C)c3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)[C@H](C)C2)CC1,9.096910013
232,CHEMBL84993,O=C(c1ccccc1)N(c1ccc(Cl)cc1)C1CCN(Cc2ccccc2)CC1,8.100015437
233,CHEMBL440601,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4ccc(F)c5ccccc45)CC3)CC2)cc1,7.657577319
234,CHEMBL74736,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCCC1,6.838631998
235,CHEMBL539121,C[N+]1(C)CCC[C@@H]1[C@@H]1C[S+]([O-])[C@@](c2ccccc2)(C2CCCCC2)O1,7.39000933
236,CHEMBL309172,CCN(CC)CCOCCOC(=O)C(C)c1ccccc1,5
237,CHEMBL172646,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](CCCN3CCCC(O)C3)[C@@H]12,6.829738285
238,CHEMBL2042404,C[N+](C)(C)CC1COCC(c2ccccc2)(c2ccccc2)O1,8.240030142
239,CHEMBL222403,Cc1cccc(CN2CCC(N3CC(c4ccccc4)(C4CCCCC4)NC3=O)CC2)c1,6.779891912
240,CHEMBL1424807,Clc1cccc(N2CCNCC2)c1Cl,4.700000069
241,CHEMBL2426688,CCc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5ncccn5)ccc42)C3)nc1,4.549999989
242,CHEMBL1628227,CN(C)CCC=C1c2ccccc2COc2ccccc21,7.036212173
243,CHEMBL1672288,N#Cc1cc(F)cc(C#Cc2csc(F)n2)c1,5
244,CHEMBL715_NBI206356,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,7
245,CHEMBL2441758,CN1CCC[C@H]1COC(N)=O,4
246,CHEMBL422665,Nc1cccc(CN2CCC(NC(=O)[C@](O)(c3ccccc3)[C@@H]3CCC(F)(F)C3)CC2)c1,6.48148606
247,CHEMBL72408,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(C(=O)OCCCC)CC2)CC1,9.455994007
248,CHEMBL2112961,O=C(CNC(=O)[C@@H]1CCCN1C(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1)NC[C@H]1CCCN(CC2CCCCC2)C1,7.886056648
249,CHEMBL557808,C[N+](C)(C)C[C@@H]1C[S+]([O-])[C@@](c2ccccc2)(C2CCCCC2)O1,7.130006
250,CHEMBL513277,Cc1ccc(C2CCCN2C)o1,4.839999931
251,CHEMBL169680,CN(C)CCC1=C(Cc2ccncc2)c2ccccc2C1,5.169999984
252,CHEMBL349142,C[C@@H](c1ccc(S(=O)(=O)c2ccc3c(c2)OCO3)cc1)N1CCN(C2CCN(C(=O)c3ccc(Cl)cc3Cl)CC2)C[C@H]1C,9.522878745
253,CHEMBL550,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,4.920000157
254,CHEMBL294663,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](C#C[C@H]3CCC[C@H](C)N3C)[C@@H]12,6.509999358
255,CHEMBL4098720,CCCC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,5.720000164
256,CHEMBL2114064,COc1ccc([S@@+]([O-])c2ccc(C(C#N)C3CCN(C4CCCCC4)CC3)cc2)cc1,8.115204636
257,CHEMBL2112956,O=C(CCCCCNC(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1)NC[C@H]1CCCN(CC2CCCCC2)C1,7.142667504
258,CHEMBL39843,C[C@@H]1CCC2(CN3CCC2CC3)O1,4.602059991
259,CHEMBL290715,C1OCC2(CN3CCC2CC3)O1,4.301029996
260,CHEMBL85_NBI373377,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,6
261,CHEMBL233201,CN(C)C1(CNCCC2CCSCC2)COc2ccccc2OC1,8.142667504
262,CHEMBL595265,C[C@@H]1OC[C@@H](C[N+](C)(C)C)O[C@H]1C,4.860000083
263,CHEMBL583027,C[N+]1(C)CCCC1c1ccc(C(c2ccccc2)c2ccccc2)o1,7.86998805
264,CHEMBL74141,COc1ccc(S(=O)(=O)c2ccc(C3(C4CCN(C5CCN(C(=O)c6ccc(F)c7ccccc67)CC5)CC4)OCCO3)cc2)cc1,9.292429824
265,CHEMBL285898,CCN(CC)CCCCOC(=O)C(C)(c1ccccc1)C1CCCCC1,6.605548319
266,CHEMBL594802,CC1(C)CO[C@H](C[N+](C)(C)C)CO1,4.019999994
267,CHEMBL218755,COc1nsnc1OCCOCCOCCOc1nsnc1C1=CCCN(C)C1,7.400007822
268,CHEMBL221753,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,6.690369833
269,CHEMBL2432040,CN(Cc1ccccc1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21,6.324221658
270,CHEMBL355392,CC(C1=C(CCN2CCCCC2)Cc2ccccc21)c1ccccn1,6.069998999
271,CHEMBL12064,CCOc1ccc2c(C(=O)N3CCC(N4CCC(Cc5ccc(SC(C)C)cc5)CC4)CC3)cccc2c1,7.853871964
272,CHEMBL165377,Cc1ccccc1C(=O)N1CCC(N2CCN([C@@H](C)c3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)[C@H](C)C2)CC1,9.698970004
273,CHEMBL222874,C[N+]1(CC(=O)c2cccnc2)CC[C@@H](N2CC(c3ccc(F)cc3)(c3ccc(F)cc3)NC2=O)C1,5.993962045
274,CHEMBL53190,O=C(NC1CCCCC1)c1ccc(CC2CCN(C3CCN(C(=O)c4ccc(F)c5ccccc45)CC3)CC2)cc1,5.886056648
275,CHEMBL415975,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4ccc(S(N)(=O)=O)cc4)CC3)CC2)cc1,6.88941029
276,CHEMBL427145,C[C@H]1CCC[C@H](CC[C@@H]2[C@H]3CCCC[C@@H]3C[C@@H]3C(=O)O[C@@H](C)[C@@H]32)N1,7.795880017
277,CHEMBL553241,C[C@H]1O[C@@H]([C@@H]2CCC[N+]2(C)C)C[S+]1[O-],4.110000009
278,CHEMBL28651,CSc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,5
279,CHEMBL165035,Cc1cccc(S(=O)(=O)c2ccc([C@H](C)N3CCN(C4CCN(C(=O)c5ccccc5C)CC4)C[C@H]3C)cc2)c1,9.397940009
280,CHEMBL569307,C[N+]1(C)CCC[C@@H]1c1ccc([C@](O)(c2ccccc2)C2CCCCC2)o1,8.630042393
281,CHEMBL527880,C[N+]1(C)CCC[C@@H]1c1ccco1,4.84999986
282,CHEMBL309720,COc1ccc(S(=O)(=O)c2ccc(C3(C4CCN(C5CCN(C(=O)c6cccc7c(F)cccc67)CC5)CC4)OCCO3)cc2)cc1,9.698970004
283,CHEMBL96042,COc1ccccc1C(O)C1=CN2CCC1CC2,5.657577319
284,CHEMBL141699,Cc1c[n+]([O-])cc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,6.59345982
285,CHEMBL2205827,COc1ccc(CN2C3C4C5CC6C7C5C3C7C2(O)C64)cc1OC,5.8247782
286,CHEMBL172969,CC1CCN(CCC[C@@H]2[C@H]3CCCC[C@@H]3C[C@@H]3C(=O)O[C@@H](C)[C@@H]32)CC1,6.548213564
287,CHEMBL94772,OC1(C2=CN3CCC2CC3)c2ccccc2CCc2ccccc21,5.619788758
288,CHEMBL104210,CCCCCc1[nH]c2ccc3c(c2c1C(=O)OCC)CN1CCc2cc(OC)ccc2C1O3,5.139999976
289,CHEMBL2112313,O=C(c1cccs1)N(c1c(Cl)cccc1Cl)C1CCN(Cc2ccccc2)CC1,5.700000504
290,CHEMBL216928,COc1nsc(OCCOCCOCCOCCOc2nsnc2C2C=CCCN2C)n1,7.400007822
291,CHEMBL163714,CCS(=O)(=O)N1CCC(N2CCN([C@@H](C)c3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)[C@H](C)C2)CC1,9.15490196
292,CHEMBL50822,CC(C)NC(=O)c1ccc(CC2CCN(C3CCN(C(=O)c4ccccc4N)CC3)CC2)cc1,7.107905397
293,CHEMBL301670,C[C@@H]1OC(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3[C@@H](/C=C/[C@H]3CCC[C@H](C)N3C)[C@H]12,7.019996628
294,CHEMBL335542,CN1CCC=C(c2nsnc2OCCOCCOCCOCCOc2nsnc2C2=CCCN(C)C2)C1,9.89997427
295,CHEMBL150624,CC(=C1CCN(C2CCN(C(=O)c3ccc(F)c4ccccc34)CC2)CC1)c1ccc([S+]([O-])C(C)C)cc1,8.691493881
296,CHEMBL2426674,COc1ccc(CC(=O)N2CCC3(CC2)CN(Cc2ccc(-c4ncccn4)cc2Cl)C3)cc1,5.710001025
297,CHEMBL424214,CN1CCN(C(=O)C2=C/C(=C\c3ccncc3)c3ccccc32)CC1,4.41000005
298,CHEMBL3770346,COc1nc2sc(C(=O)NC3CC3)c(N)c2c(C)c1Cl,6.149998907
299,CHEMBL3309718,C[N+](C)(C)C[C@@H]1COCCO1,5.760000207
300,CHEMBL75448,CC(c1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1)N1CCN(C2CCCCC2)CC1,9.22184875
301,CHEMBL222976,C[N+]1(CCOCc2ccccc2)CCC(N2CC(c3ccccc3)(c3ccccc3)NC2=O)C1,7.320572103
302,CHEMBL171520,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](CCCN3CCN(C4CCCCC4)CC3)[C@@H]12,6.283996656
303,CHEMBL274999,COc1cccc(Cl)c1C(=O)N1CCC(N2CCC(Cc3ccc(SC(C)C)cc3)CC2)CC1,6.625251654
304,CHEMBL308707,CCN(CC)CCOCCNCC1(c2ccccc2)CCCC1,5.643782866
305,CHEMBL4064222,CCCCN1CCN(CCCN2C(=O)CCc3ccccc32)CC1,5.380000399
306,CHEMBL149484,COc1cccc(CN2CCC(NC(=O)[C@](O)(c3ccccc3)[C@@H]3CCC(F)(F)C3)CC2)c1,6
307,CHEMBL146567,Cc1cccc(CN2CCC(NC(=O)[C@](O)(c3ccccc3)[C@@H]3CCC(F)(F)C3)CC2)c1,6.508638306
308,CHEMBL1113,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,6.030118356
309,CHEMBL440138,CCC(=O)OC1CC2CCCC1N2C,5.770303756
310,CHEMBL197973,COC1(C#CC(O)(Cc2ccccc2)Cc2ccccc2)CN2CCC1CC2,5.500175504
311,CHEMBL275347,O=C(c1cccc2ccccc12)N1CCC(N2CCC(Cc3ccc(SCCO)cc3)CC2)CC1,7.585026652
312,CHEMBL220553,CN1CCC[C@H]1[C@H]1CNC(=O)O1,4
313,CHEMBL22108_NBI72465,CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,7.349984048
314,CHEMBL57485,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@H]3[C@H](/C=C/[C@H]3CCC[C@H](C)N3C)[C@@H]12,6.770011163
315,CHEMBL222689,C[N+]1(C)C2CCC1CC(N1CC(c3ccccc3)(c3ccccc3)NC1=O)C2,6.302770657
316,CHEMBL219118,COc1nsc(OCCCOCCCOCCCOc2nsnc2-c2cccnc2)n1,7.199970641
317,CHEMBL223668,C[N+]1(CCc2ccccc2)CC[C@@H](N2CC(c3ccc(F)cc3)(c3ccc(F)cc3)NC2=O)C1,7.659555885
318,CHEMBL138502,Cc1cncc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,5.775208044
319,CHEMBL305693,COc1ccc(S(=O)(=O)c2ccc(C3(C4CCN(C5CCN(C(=O)c6cccc7ccccc67)CC5)CC4)OCCO3)cc2)cc1,9.853871964
320,CHEMBL199821,CCCCCC(O)(C#CC1(OC)CN2CCC1CC2)c1ccccc1,7.397940009
321,CHEMBL200416,CCCCC(O)(C#CC1(OC)CN2CCC1CC2)c1ccccc1,7.602059991
322,CHEMBL417369,CC(C)NC(=O)c1ccc(CC2CCN(C3CCN(C(=O)c4ccc5[nH]ccc5c4)CC3)CC2)cc1,8.301029996
323,CHEMBL214642,O=C(NCC1CCNCC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1,5.522878745
324,CHEMBL40554,C[N+](C)(C)CC#CCOC(=O)Nc1cccc(Cl)c1,5.48999954
325,CHEMBL343242,OC1(c2ccsc2)CN2CCC1CC2,4.744727495
326,CHEMBL11892,COC(=O)CSc1ccc(CC2CCN(C3CCN(C(=O)c4cccc5ccccc45)CC3)CC2)cc1,9.15490196
327,CHEMBL276239,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4cccc5ccccc45)CC3)CC2)cc1,9.045757491
328,CHEMBL2426683,COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5nccs5)ccc42)C3)nc1,4.250000019
329,CHEMBL7002,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,5.124649303
330,CHEMBL355511,O=C(c1cccc2ncccc12)N1CCC(N2CCC(Oc3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)CC2)CC1,9.301029996
331,CHEMBL51574,CC(C)NC(=O)c1ccc(CC2CCN(C3CCN(C(=O)c4ccc(F)c5c(F)cccc45)CC3)CC2)cc1,8.045757491
332,CHEMBL1910847,CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC[C@@H](Oc2ccccc2)C1,7.920818754
333,CHEMBL172272,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](CCCN3CCC(N4CCCCC4)CC3)[C@@H]12,6.187086643
334,CHEMBL84113,O=C(OC1CC2CCCC1N2)c1ccccc1,6.146214912
335,CHEMBL3323282,C[N+](C)(C)CCCCCC[N+]1(C)[C@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,7.073335213
336,CHEMBL422763,Cc1cccc(C(=O)N2CCC(N3CCC(C4(c5ccc(C(=O)NC(C)C)cc5)OCCO4)CC3)CC2)c1N,8.568636236
337,CHEMBL420255,OC1(C2=CN3CCC2CC3)c2ccccc2-c2ccccc21,5.301029996
338,CHEMBL370232,CO[C@]1(C#CC(O)(c2cccs2)c2cccs2)CN2CCC1CC2,9.698970004
339,CHEMBL78131,COc1ccc(S(=O)(=O)c2ccc(C3(C4CCN(C5CCN(C(=O)c6cccc7cc(F)ccc67)CC5)CC4)OCCO3)cc2)cc1,9.091514981
340,CHEMBL222450,C[N+]1(CC(=O)c2ccsc2)CC[C@@H](N2CC(c3ccc(F)cc3)(c3ccc(F)cc3)NC2=O)C1,7.053056729
341,CHEMBL493795,CN1CCC[C@H]1[C@H]1C[S+]([O-])C(c2ccccc2)(c2ccccc2)O1,6.454996703
342,CHEMBL308924,CCO/C(O)=C1\CN2CC(CCC2CN(C)C)C1=O,4.032750774
343,CHEMBL92387,Cc1ccc(C[N+](C)(C)C)o1,6.020001176
344,CHEMBL318995,CCCCc1[nH]c2ccc3c(c2c1C(=O)OCC)CN1CCc2cc(SC)ccc2C1O3,5.660000322
345,CHEMBL11690,CCOC(=O)CSc1ccc(CC2CCN(C3CCN(C(=O)c4cccc5ccccc45)CC3)CC2)cc1,7.397940009
346,CHEMBL238827,CN(C)CC#CCOc1cc(-c2ccccc2)on1,5
347,CHEMBL239017,Cc1cc(OCC#CCN(C)C)no1,5.420673796
348,CHEMBL380759,C[N+](C)(C)CC#CCOC(=O)Nc1ccc(Cl)cc1,5.48999954
349,CHEMBL136027,COc1nsnc1OCCCCCCCCCCCCOc1nsnc1C1=CCCN(C)C1,7.799970733
350,CHEMBL128365,C#CCOC(=O)C1=CCCN(C)C1,7.059981845
351,CHEMBL76164,CCCS(=O)(=O)N1CCC(N2CCC(C3(c4ccc(S(=O)(=O)c5ccc6c(c5)OCO6)cc4)OCCO3)CC2)CC1,11
352,CHEMBL376870,CN1CCC[C@@H]1[C@@H]1CS[C@](c2ccccc2)(C2CCCCC2)O1,8.969805215
353,CHEMBL12153,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4cccc5ccc(F)cc45)CC3)CC2)cc1,8.065501549
354,CHEMBL423831,CN(C)CCC1=C(C(C)(C)c2ccccn2)c2ccccc2C1,7.809948582
355,CHEMBL1559535,Cc1cc(N2CCNCC2)nc2ccccc12,4.700000069
356,CHEMBL200693,CO[C@]1(C#CC(O)(c2ccccc2)C2CCCCC2)CN2CCC1CC2,8.698970004
357,CHEMBL150707,CC(=C1CCN(C2CCN(C(=O)c3cccc(C)c3N)CC2)CC1)c1ccc(S(=O)(=O)C(C)C)cc1,7.494850022
358,CHEMBL545077,CN1CCC=C(c2nsnc2OCCCCCCCCCCCCO)C1,7.799970733
359,CHEMBL2042403,C[N+](C)(C)C[C@@H]1COC[C@@H](c2ccccc2)O1,4.399999968
360,CHEMBL58,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,7.108462542
361,CHEMBL404557,C[C@@H]1COC[C@@H](C[N+](C)(C)C)O1,4.759999921
362,CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,5.236572006
363,CHEMBL234254,CN(C)C1(CNCCc2ccc(Cl)cc2)COc2ccccc2OC1,7.30980392
364,CHEMBL82754,O=C(OC1CC2CCCC1N2)C1CCCCC1,5.244727495
365,CHEMBL219825,CN1CCC[C@@H]1[C@@H]1CS[C@@](c2ccccc2)(C2CCCCC2)O1,8.349984048
366,CHEMBL83982,O=C(c1ccccc1)N(c1ccc(O)cc1)C1CCN(Cc2ccccc2)CC1,7.100015437
367,CHEMBL2112958,O=C(CCNC(=O)[C@@H]1CCCN1C(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1)NC[C@H]1CCCN(CC2CCCCC2)C1,7.920818754
368,CHEMBL4080675,CCCCCC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,6.250001023
369,CHEMBL360988,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](/C(O)=C/[C@H]3CCC[C@H](C)N3C)[C@@H]12,6.692503962
370,CHEMBL170298,Cc1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(S(=O)(=O)c5ccc6c(c5)OCO6)cc4)CC3)CC2)c1C,9.397940009
371,CHEMBL222860,O=C1NC(c2cccs2)(c2cccs2)CN1C1CCN(Cc2ccccc2)CC1,7.014124643
372,CHEMBL556635,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)[C@](O)(c1cccs1)C1CCCC1,10.22184875
373,CHEMBL1713967,Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN(Cc3ccccc3)C(C)(C)C)cc2)cc1,6
374,CHEMBL12419,CC(C)OC(=O)CSc1ccc(CC2CCN(C3CCN(C(=O)c4cccc5ccccc45)CC3)CC2)cc1,7.318758763
375,CHEMBL11816,CN(C)C(=O)CSc1ccc(CC2CCN(C3CCN(C(=O)c4cccc5ccccc45)CC3)CC2)cc1,7.920818754
376,CHEMBL376057,C[N+]1(C)CCC[C@H]1[C@H]1CS[C@](c2ccccc2)(C2CCCCC2)O1,9.110026362
377,CHEMBL337820,Cc1nc(C(F)(F)F)nc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](C)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,6.212539525
378,CHEMBL3350064,C[C@@H]1O[C@H]([C@@H]2CCCN2C)C[S@@+]1[O-],4
379,CHEMBL608151,CCOC[C@H]1[C@@H]2CNC[C@@]21c1ccc(Cl)c(Cl)c1,6.699991797
380,CHEMBL381469,CO[C@]1(C#CC(O)(c2cccnc2)c2cccnc2)CN2CCC1CC2,7
381,CHEMBL360904,C[C@H]1CCC[C@@H](/C=C/[C@@H]2[C@H]3CCCC[C@@H]3C[C@@H]3C(=O)O[C@@H](C)[C@@H]32)N1,5.853871964
382,CHEMBL105593,CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cccc(Cl)c2C1O3,5.609999808
383,CHEMBL148328,O=C(NC1CCN(Cc2cccnc2)CC1)C(O)(c1ccccc1)C1CCCC1,5.337242168
384,CHEMBL2092820,C[C@@H]1O[C@H]([C@H]2CCC[N+]2(C)C)C[S@@+]1[O-],5.03000014
385,CHEMBL69595,COc1ccc(S(=O)(=O)c2ccc(C(C#N)C3CCN(C4CCCCC4)CC3)cc2)cc1,8.886056648
386,CHEMBL144751,C1=C(c2nc3ccccc3o2)C2CCN1CC2,6.397940009
387,CHEMBL221829,Nc1cccc(CN2CCC(N3CC(c4ccccc4)(c4ccccc4)NC3=O)CC2)c1,6.739928612
388,CHEMBL223188,O=C1N(C2CCN(Cc3ccccc3)CC2)CC(c2ccccc2)N1Cc1ccccc1,6.201349355
389,CHEMBL224783,C[N+]1(CCOc2ccccc2)CC[C@H](N2CC(c3ccccc3)(c3ccccc3)NC2=O)C1,6.804100348
390,CHEMBL2112957,O=C(NC[C@H]1CCCN(CC2CCCCC2)C1)[C@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1,9.086186148
391,CHEMBL257643,CCN(CC)c1ccc(/C=C/c2cc[n+](CCC[N+](CC)(CC)CC)cc2)cc1,7.420216403
392,CHEMBL2335158,Clc1cc(Cl)cc(N2CCNCC2)c1,5.100000128
393,CHEMBL177040,O=C(CCCNC(=O)CNC(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1)NCC1CCCN(CC2CCCCC2)C1,6.568636236
394,CHEMBL538793,CC(=O)OCCCCCCCCCCCCOc1nsnc1C1=CCCN(C)C1,7.799970733
395,CHEMBL524061,CN1CCC[C@H]1[C@H]1C[S+]([O-])[C@](c2ccccc2)(C2CCCCC2)O1,6.179996494
396,CHEMBL69670,Cc1cccc(N)c1C(=O)N1CCC(N2CCN([C@@H](C)c3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)[C@@H](C)C2)CC1,7
397,CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,6.723538196
398,CHEMBL2432049,c1ccc(CCN[C@H]2C3C4CC5C6C4CC3C6C52)nc1,5.554707231
399,CHEMBL315127,O=C(c1ccc([N+](=O)[O-])cc1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,5.400000186
400,CHEMBL69452,CCO/C(O)=C1\CN2CC(CCC2COCc2ccccc2)C1=O,6.242063078
401,CHEMBL166385,CCOC(=O)N(CC)CCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,7.43062609
402,CHEMBL73410,CC(c1ccc(S(=O)(=O)c2ccccc2)cc1)N1CCN(C)CC1,7.468521083
403,CHEMBL223267,O=C1NC(c2ccccc2)(C2CCCCC2)CN1C1CCN(Cc2ccccc2)CC1,7.134896025
404,CHEMBL374452,C[N+]1(CCCc2ccccc2)CCC(N2CC(c3ccccc3)(c3ccccc3)NC2=O)C1,9.13667714
405,CHEMBL373888,COc1nsnc1OCCOCCOc1nsnc1C1=CCCN(C)C1,7.400007822
406,CHEMBL168704,CCN(CC)CCC1=C(C(C)c2ccccn2)c2ccccc2C1,7.349984048
407,CHEMBL287834,C[C@H]1CCC2(CN3CCC2CC3)O1,4.823908741
408,CHEMBL55698,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](/C=C\[C@H]3CCC[C@H](C)N3C)[C@@H]12,5.760000207
409,CHEMBL2426670,COc1ccc(CC(=O)N2CCC3(CC2)CN([C@H](C)c2ccc(-c4ncccn4)cc2)C3)nc1,4.700000069
