ID,compound_id,Smiles,pKi
410,CHEMBL355769,CC(C1=C(CCN(C)C(C)C)Cc2ccccc21)c1ccccn1,6.84001195
411,CHEMBL3084650,CN1[C@H]2CC[C@@H]1C[C@H](CC(C#N)(c1ccccc1)c1ccccc1)C2,9.299988938
412,CHEMBL275104,O=C1CCON1CC#CCN1CCCC1,7.15490196
413,CHEMBL445134,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](CCCN3CCC(O)CC3)[C@@H]12,6.552841969
414,CHEMBL273439,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4ccc5ccccc5c4)CC3)CC2)cc1,6.617982957
415,CHEMBL344327,C1=C(c2cc3ccccc3s2)C2CCN1CC2,6.568636236
416,CHEMBL2042402,C[N+](C)(C)C[C@@H]1COC[C@H](c2ccccc2)O1,5.190000154
417,CHEMBL374987,C[N+]1(Cc2ccccc2)CCC(N2CC(c3ccccc3)(c3ccccc3)NC2=O)C1,5.696803943
418,CHEMBL373256,COC1(C#CC(O)(Cc2ccccc2)c2ccccc2)CN2CCC1CC2,6.600326279
419,CHEMBL305607,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(C(=O)CC)CC2)CC1,8.420102145
420,CHEMBL342958,C1=C(c2nc3ccccc3s2)C2CCN1CC2,6.22184875
421,CHEMBL390839,C[N+]1(C)CCC(N2CC(c3ccccc3)(c3ccccc3)NC2=O)CC1,5.742321425
422,CHEMBL351079,C[C@@H](c1ccc(S(=O)(=O)c2ccc3c(c2)OCO3)cc1)N1CCN(C2CCN(C(=O)c3ccccc3N)CC2)C[C@H]1C,9.301029996
423,CHEMBL430587,C[C@@H]1OC(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3[C@@H](C#C[C@H]3CCC[C@H](C)N3C)[C@H]12,5.929999096
424,CHEMBL328059,CCOC(=O)N1CCC(N2CCC(C3(c4ccc(S(=O)(=O)c5ccc(OC)cc5)cc4)OCCO3)CC2)CC1,9.795880017
425,CHEMBL140827,C[C@H]1CN(C2(C)CCN(C(=O)c3c(Cl)cncc3Cl)CC2)CCN1[C@@H](C)c1ccc(C(F)(F)F)cc1,5.692290077
426,CHEMBL239657,C(#CCN1C2CCCC1CC2)CC1=NOCC1,5
427,CHEMBL478227,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)[C@@H]2CCCC[C@@H]21,6.190002845
428,CHEMBL197408,COc1ccc(NC(=O)N2CCN(c3ccc(-c4ccccc4)cc3)CC2)cc1N1CCN(C)CC1,5
429,CHEMBL372566,CO[C@]1(C#C[C@](O)(c2ccccc2)c2cccnc2)CN2CCC1CC2,7.301029996
430,CHEMBL4074104,CC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,4.939999857
431,CHEMBL355874,CCNCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c3ccccc32)CC1,8.347753659
432,CHEMBL420008,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCNCC2)CC1,8.943095149
433,CHEMBL432170,CCC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,5.322393047
434,CHEMBL2426687,COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5ncc(C)cn5)ccc42)C3)nc1,4.169999984
435,CHEMBL352723,CSc1ccc2c(c1)C(C(C)c1ccccn1)=C(CCN(C)C)C2,6.0400004
436,CHEMBL2426673,COc1ccc(CC(=O)N2CCC3(CC2)CN([C@H](c2ccc(-c4ncccn4)cc2)C(C)C)C3)nc1,6.0400004
437,CHEMBL1824784,c1ccc(CN2C3CC4CC(C3)CC2C4)cc1,5.366127737
438,CHEMBL72506,CCN(CC)CCOCCOCC1(c2ccccc2)CCCC1,6.073657553
439,CHEMBL1829335,C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,5.431798276
440,CHEMBL2093084,C[C@@H]1O[C@H]([C@@H]2CCC[N+]2(C)C)C[S@@+]1[O-],4.809999893
441,CHEMBL2426671,COc1ccc(CC(=O)N2CCC3(CC2)CN(C(C)c2ccc(-c4ncccn4)cc2)C3)nc1,5.620000528
442,CHEMBL45454,C[N+](C)(C)C[C@@H]1CS[C@@](c2ccccc2)(C2CCCCC2)O1,8.119987162
443,CHEMBL366819,CC1CCCCN1CCC[C@@H]1[C@H]2CCCC[C@@H]2C[C@@H]2C(=O)O[C@@H](C)[C@@H]21,6.560667306
444,CHEMBL387546,C[N+]1(CCOc2ccccc2)CC[C@@H](N2CC(c3ccccc3)(c3ccccc3)NC2=O)C1,8.621602099
445,CHEMBL2032049,C[C@H]1c2c([nH]c3ccc(C(F)(F)F)cc23)C[C@H]2CCN(CCC3(C(=O)O)CCCCC3)C[C@@H]21,5.698970004
446,CHEMBL167839,COc1ccc(S(=O)(=O)c2ccc([C@H](C)N3CCN(C4CCN(C(=O)c5ccccc5C)CC4)C[C@H]3C)cc2)c2c1OCO2,8.327902142
447,CHEMBL12354,COC(=O)CSc1ccc(CC2CCN(C3CCN(C(=O)c4cccc5ccc(F)cc45)CC3)CC2)cc1,8.366531544
448,CHEMBL109051,COc1ccc(S(=O)(=O)c2ccc(CC3CCN(C4CCN(C(=O)c5ccc(F)c6ccccc56)CC4)CC3)cc2)cc1,8.886056648
449,CHEMBL593864,C[C@@H]1OC[C@@H](C[N+](C)(C)C)O[C@@H]1C,4.050000019
450,CHEMBL431787,COc1ccc([S+]([O-])c2ccc(C(C(N)=O)N3CCN(C4CCCCC4)CC3)cc2)cc1,7.397940009
451,CHEMBL148450,COc1cccc(CN2CCC(NC(=O)C(O)(c3ccccc3)C3CCCC3)CC2)c1,6.568636236
452,CHEMBL1162116,Cc1nccn1CC#CCOc1ccon1,8.439973751
453,CHEMBL70464,COc1ccc([S+]([O-])c2ccc(C(N3CCN(C4CCCCC4)CC3)C(F)(F)F)cc2)cc1,8.301029996
454,CHEMBL352607,COc1ccc(S(=O)(=O)c2ccc(C(C#N)N3CCN(C4CCCCC4)C[C@@H]3C)cc2)cc1,7.795880017
455,CHEMBL3354065,CCCCC1CCN(CCCN2C(=O)CCc3ccccc32)CC1,6.690008071
456,CHEMBL21731_NBI77418,CNCCCC12CCC(c3ccccc31)c1ccccc12,6.164309429
457,CHEMBL2042406,C[N+](C)(C)C[C@@H]1COCC(c2ccccc2)(c2ccccc2)O1,7.480040819
458,CHEMBL85190,CN1C2CCCC1C(OC(=O)c1ccccc1)C2,6.23554165
459,CHEMBL386983,COc1nsnc1OCCOCCOCCOCCOCCOc1nsnc1C1=CCCN(C)C1,8.599980365
460,CHEMBL72932,COc1ccc(S(=O)(=O)c2ccc(C3(C4CCN(C5CCN(C(=O)c6cccc7cccc(F)c67)CC5)CC4)OCCO3)cc2)cc1,9.004364805
461,CHEMBL90507,CCCS(=O)(=O)N1CCC(N2CCC(C3(c4ccc(S(=O)(=O)c5ccc6c(c5)OCO6)cc4)O[C@H](C)[C@@H](C)O3)CC2)CC1,8.913640169
462,CHEMBL1632174,O=C(O)CCCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1,5
463,CHEMBL146291,O=C(NC1CCN(CC2CCCCCCC2)CC1)C(O)(c1ccccc1)C1CCCC1,5.026872146
464,CHEMBL2115126,COc1ccc([S@+]([O-])c2ccc(C(C#N)C3CCN(C4CCCCC4)CC3)cc2)cc1,8.146301788
465,CHEMBL373994,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(Cc2cccc(F)c2)CC1,6.519993057
466,CHEMBL534_NBI364416,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,6.525783736
467,CHEMBL555475,Cc1ccc(C2CCC[N+]2(C)C)o1,5.720000164
468,CHEMBL259344,C[C@H]1O[C@@H]([C@@H]2CCC[N+]2(C)C)CS1,6.170001911
469,CHEMBL398043,O=C1CCON1CC#CCN1CCCCC1,7.397940009
470,CHEMBL1910856,CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(Oc2cccc(O)c2)C1,9.863279433
471,CHEMBL370862,COC1(C#CC(O)(c2ccccn2)C2CCCC2)CN2CCC1CC2,7.301029996
472,CHEMBL433011,CCOC(=O)N1CCC(N2CCC(C3(c4ccc(S(=O)(=O)c5ccc(OC)cc5)cc4)OCCCO3)CC2)CC1,9.142667504
473,CHEMBL1910846,CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC[C@H](Oc2ccccc2)C1,8.795880017
474,CHEMBL2042551,C[N+](C)(C)C[C@@H]1COC[C@@H](C(c2ccccc2)c2ccccc2)O1,4.100000019
475,CHEMBL307668,O=C(NCOCCN1CCOCC1)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,5
476,CHEMBL328659,CCCS(=O)(=O)N1CCC(N2CCC(C(=O)c3ccc([S+]([O-])c4ccc5c(c4)OCO5)cc3)CC2)CC1,7.458420756
477,CHEMBL412421,Cc1cccc(C(=O)N2CCC(N3CCC(Cc4ccc(S(=O)(=O)C(C)C)cc4)CC3)CC2)c1N,6.982966661
478,CHEMBL12542,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4nccc5ccccc45)CC3)CC2)cc1,7.958607315
479,CHEMBL2031737,C[C@@H]1CCCN1CCc1cc2cc(C(=O)c3ccc([N+](=O)[O-])cc3)ccc2o1,6.166852888
480,CHEMBL223079,O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2cccc(Cl)c2)CC1,6.019996628
481,CHEMBL87302,O=C(c1ccccc1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,6.499996932
482,CHEMBL51339,Cc1ccccc1C(=O)N1CCC(N2CCC(Cc3ccc(C(=O)NC4CCCCC4)cc3)CC2)CC1,7.823908741
483,CHEMBL76,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,5.330000131
484,CHEMBL173950,C[C@H]1CN(CCC[C@@H]2[C@H]3CCCC[C@@H]3C[C@@H]3C(=O)O[C@@H](C)[C@@H]32)CCN1,6.301029996
485,CHEMBL195,CN1[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,8.220016451
486,CHEMBL106218,CCOC(=O)c1c(CC)n(C)c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3,6.149997414
487,CHEMBL2205832,OC12C3C4CC5C6C4C1C6C(C53)N2Cc1ccccn1,5.300075597
488,CHEMBL3354068,CN1CCC=C(c2nsnc2OCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,8.860120914
489,CHEMBL2426676,COc1ccc(CC(=O)N2CCC3(CC2)CN([C@H]2CCc4cc(-c5ncccn5)ccc42)C3)cc1,5.920001602
490,CHEMBL608985,C[C@@H]1O[C@H](C[N+](C)(C)C)CO[C@@H]1C,4.700000069
491,CHEMBL221713,O=C1NC(Cc2ccccc2)(Cc2ccccc2)CN1C1CCN(Cc2ccccc2)CC1,5.529883647
492,CHEMBL213709,CCN1CCC(CNC(=O)[C@H]2CCCN2C(=O)[C@@H]2C[C@@H](O)CN2C(=O)CC(c2ccc(F)cc2)(c2ccc(F)cc2)c2ccc(F)cc2)CC1,5.886056648
493,CHEMBL239644,C[N+]1(CC#CCN2OCCC2=O)CCc2ccccc2C1,5
494,CHEMBL358505,OC1(c2nc3ccccc3s2)CN2CCC1CC2,5.522878745
495,CHEMBL92110,CCOC(=O)N1CCC(N2CCC(C(=O)c3ccc(S(=O)(=O)c4ccc(OC)cc4)cc3)CC2)CC1,8.536107011
496,CHEMBL320820,C[C@@H]1O[C@H](C[N+](C)(C)C)CS1,5.679999196
497,CHEMBL77793,Cc1nccn1CC#CCN1CCCC1=O,6.989997026
498,CHEMBL72956,CC(c1ccc(S(=O)(=O)c2ccc(S(C)(=O)=O)cc2)cc1)N1CCN(C2CCCCC2)CC1,7.443697499
499,CHEMBL195927,COc1ccccc1N1CCC(C(=O)Nc2ccc(OC)c(N3CCN(C)CC3)c2)CC1,5
500,CHEMBL2042405,C[N+](C)(C)C[C@H]1COCC(c2ccccc2)(c2ccccc2)O1,8.550059011
501,CHEMBL2432053,CN(CCc1ccccn1)[C@H]1C2C3CC4C2C(=O)C2C4C3C21,5
502,CHEMBL80251,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN([C@@H](CCC(F)(F)F)c3ccc(C(F)(F)F)cc3)[C@@H](C)C2)CC1,5.173925197
503,CHEMBL420662,C=CCOC(=O)c1c(C)[nH]c2ccc3c(c12)CN1CCc2cc(OC)ccc2C1O3,5.969999718
504,CHEMBL307554,O=C(Nc1ccc2c(c1)CNC2)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,4.823908741
505,CHEMBL196598,COc1ccc(NC(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)cc1N1CCN(C)CC1,5
506,CHEMBL3351105,C[C@@H]1O[C@H]([C@@H]2CCCN2C)C[S@+]1[O-],4.050000019
507,CHEMBL263555,CC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,5.32330639
508,CHEMBL1794855,CCN(C)C1CCCc2ccncc21,5
509,CHEMBL381878,CO[C@]1(C#CC(O)(c2ccc(F)cc2)c2ccc(F)cc2)CN2CCC1CC2,7.698970004
510,CHEMBL234438,CN(C)C1(CNCCC2CCCCC2)COc2ccccc2OC1,8.207608311
511,CHEMBL71431,NC1CCN(C(=O)[C@](O)(c2ccccc2)C2CCCC2)CC1,7.958607315
512,CHEMBL66322,NCC1CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,6.119186408
513,CHEMBL542622,CCCCCCSc1nccnc1O[C@H]1CN2CCC1C2,8.468521083
514,CHEMBL541671,C[N+]1(C)CCC[C@H]1[C@H]1C[S+]([O-])[C@](c2ccccc2)(C2CCCCC2)O1,6.750015417
515,CHEMBL2426679,COc1ccc(CC(=O)N2CCC3(CC2)CN([C@H]2CCc4cc(-c5ncccn5)ccc42)C3)nc1,6.390000296
516,CHEMBL310558,CCC(=O)OC1CC2CCCC1N2,6.114942353
517,CHEMBL147778,Cc1cccc(CN2CCC(NC(=O)[C@](O)(c3ccccc3)[C@@H]3CCC(F)(F)C3)CC2)n1,4.769551079
518,CHEMBL369062,O=C(CCCNC(=O)CC(c1ccccc1)(c1ccccc1)c1ccccc1)NCCC(=O)NCC1CCCN(CC2CCCCC2)C1,7.769551079
519,CHEMBL50618,Cc1cccc(C(=O)N2CCC(N3CCC(Cc4ccc(C(=O)NC(C)C)cc4)CC3)CC2)c1N,8.045757491
520,CHEMBL413972,Cc1cccc(C)c1C(=O)N1CCC(N2CCN([C@@H](C)c3ccc(Cc4cccc(Cl)c4)cc3)[C@@H](C)C2)CC1,5.853871964
521,CHEMBL1643900,Fc1cccc(CCN[C@H]2C3C4CC5C6C4CC3C6C52)c1,5.640733835
522,CHEMBL145913,O=C(NC1CCN(Cc2cccc(O)c2)CC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,7.431798276
523,CHEMBL352966,Cc1ccc2c(c1)C(C(C)c1ccccn1)=C(CCN(C)C)C2,5.710001025
524,CHEMBL564057,O=C(O[C@H]1C[N+]2(CCc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,10.09691001
525,CHEMBL355475,CC1CCCN(CCC[C@@H]2[C@H]3CCCC[C@@H]3C[C@@H]3C(=O)O[C@@H](C)[C@@H]32)C1,6.505845406
526,CHEMBL221775,C[N+]1(Cc2ccccc2)CC[C@@H](N2CC(c3ccccc3)(c3ccccc3)NC2=O)C1,6.053547735
527,CHEMBL91,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,5.811915626
528,CHEMBL353465,CCOC(=O)N1CCC(N2CCC(Oc3ccc(S(=O)(=O)c4ccc5c(c4)OCO5)cc3)CC2)CC1,8.22184875
529,CHEMBL357404,COc1ccccc1C1(O)CN2CCC1CC2,4.798602876
530,CHEMBL376295,COc1nsnc1OCCCOCCCOCCCOc1nsnc1-c1cccnc1,6.799998135
531,CHEMBL383248,COC1(C#CC(O)(c2ccccc2)c2cccnn2)CN2CCC1CC2,7.397940009
532,CHEMBL308787,COc1ccc(S(=O)(=O)c2ccc(C3(C4CCN(C5CCN(C(=O)c6cccc7c(F)ccc(F)c67)CC5)CC4)OCCO3)cc2)cc1,9.537602002
533,CHEMBL264676,CO[C@]1(C#C[C@](O)(c2ccccc2)C2CCCCCCC2)CN2CCC1CC2,8.500038134
534,CHEMBL172233,CC(C1=C(CCN(C)CCF)Cc2ccccc21)c1ccccn1,7.489991487
535,CHEMBL195437,CCCCCCCCc1ccc(O)cc1,5.353400248
536,CHEMBL223028,C[N+]1(CCCOc2ccccc2)CCC(N2CC(c3ccccc3)(c3ccccc3)NC2=O)C1,8.053547735
537,CHEMBL354461,Cc1ccccc1C(=O)N1CCC(N2CCN([C@@H](C)c3ccc(S(=O)(=O)c4cccc(C(F)(F)F)c4)cc3)[C@H](C)C2)CC1,8.744727495
538,CHEMBL73661,CC(c1ccc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1)N1CCN(C2CCCCC2)CC1,7.48148606
539,CHEMBL328550,CCCS(=O)(=O)N1CCC(N2CCC(C3(c4ccc([S+]([O-])c5ccc6c(c5)OCO6)cc4)O[C@H](C)[C@@H](C)O3)CC2)CC1,8.041436117
540,CHEMBL147554,O=C(NC1CCN(Cc2cccc(CO)c2)CC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,5.161150909
541,CHEMBL93017,CCCS(=O)(=O)N1CCC(N2CCC(C3(c4ccc([S+]([O-])c5ccc6c(c5)OCO6)cc4)OCCO3)CC2)CC1,9.084600165
542,CHEMBL334470,C[C@H]1CN(C2(C)CCN(C(=O)c3c(Cl)c[n+]([O-])cc3Cl)CC2)CCN1[C@@H](C)c1ccc(C(F)(F)F)cc1,6.458420756
543,CHEMBL73245,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(S(=O)(=O)CC)CC2)CC1,9.337100597
544,CHEMBL6437,CN1CCN2c3ccccc3Cc3ccccc3C2C1,6.416801226
545,CHEMBL85892,O=C(c1ccccc1)N(c1ccc(Br)cc1)C1CCN(Cc2ccccc2)CC1,8.299988938
546,CHEMBL82859,COc1ccc(N(C(=O)c2ccccc2)C2CCN(Cc3ccccc3)CC2)cc1,6.900008766
547,CHEMBL182761,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3/C(=C/C[C@H]3CCC[C@H](C)N3C)[C@@H]12,7.876148359
548,CHEMBL144435,C[N+]12C=C(c3cc4ccccc4o3)C(CC1)CC2,6.337242168
549,CHEMBL3577945,CCC[C@@H]1C[C@H](N(C)C(C)C)CC[C@@H]1N1CC[C@H](Nc2ncnc3ccc(C(F)(F)F)cc23)C1=O,5.396855627
550,CHEMBL375073,CN1CCC[C@@H]1[C@@H]1CSC(c2ccccc2)(c2ccccc2)O1,8.560036064
551,CHEMBL342137,Cc1nc(C)c(C(=O)N2CCC(C)(N3CCN([C@@H](C)c4ccc(C(F)(F)F)cc4)[C@@H](C)C3)CC2)c(C)n1,6.00656377
552,CHEMBL376781,O=C1NC(c2cccs2)(c2cccs2)CN1C1CCN(Cc2cccc(F)c2)CC1,6.728158393
553,CHEMBL569760,C[N+]1(C)CCCC1c1ccc(C(O)(c2ccccc2)C2CCCCC2)o1,7.990124366
554,CHEMBL194206,COc1ccc(NC(=O)N2CCN(c3ccc(F)cc3)CC2)cc1N1CCN(C)CC1,5
555,CHEMBL1910848,CC(C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)N1CC(Oc2ccccc2)C1,10.25181197
556,CHEMBL978,CC(=O)OC(C)C[N+](C)(C)C,7.229147988
557,CHEMBL2426666,CCc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-n5nccn5)ccc42)C3)nc1,4.589999963
558,CHEMBL12029,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4cnccn4)CC3)CC2)cc1,6.595166283
559,CHEMBL551563,Cc1ccc([C@@H]2CCC[N+]2(C)C)o1,5.779999191
560,CHEMBL69904,O=C(N1CCC(CCN2CCCCC2)CC1)[C@](O)(c1ccccc1)[C@@H]1CCC(F)(F)C1,4.443697499
561,CHEMBL3359597,C[C@@H]1OCCO[C@@H]1C[N+](C)(C)C,4
562,CHEMBL2023764,C=CCCCC[N@+]1(C)C2CCC1C[C@H](CC(C#N)(c1ccccc1)c1ccccc1)C2,10
563,CHEMBL72787,C=C(c1ccc(S(=O)(=O)c2ccc(OC)cc2)cc1)C1CCN(C2CCN(C(=O)Cc3ccccc3)CC2)CC1,8.524183611
564,CHEMBL28607,COc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,5
565,CHEMBL524097,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCCOc3ccccc3)(CC1)CC2,9.026872146
566,CHEMBL611476,CC1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,7.147520006
567,CHEMBL12291,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4ccccc4F)CC3)CC2)cc1,6.585026652
568,CHEMBL149486,Cc1ccc(CN2CCC(NC(=O)C(O)(c3ccccc3)C3CCCC3)CC2)cc1,7.657577319
569,CHEMBL376000,O=C1NC(c2ccccc2)(c2ccccc2)CN1C1CCN(Cc2ccccc2)CC1,7.096367484
570,CHEMBL85996,O=C(c1ccc(Cl)cc1)N(c1ccc(Br)cc1)C1CCN(Cc2ccccc2)CC1,7.7000571
571,CHEMBL168149,CCN(CCCCC1CCN(CC(=O)N2c3ccccc3C(=O)N(C(=O)c3ccc(F)cc3)c3ccccc32)CC1)C(=O)c1ccc(F)cc1,7.328827157
572,CHEMBL214342,CN1CCC(CNC(=O)[C@H]2CCCN2C(=O)[C@@H]2C[C@@H](O)CN2C(=O)CC(c2ccc(F)cc2)(c2ccc(F)cc2)c2ccc(F)cc2)CC1,6.13667714
573,CHEMBL2436555,NC1=Nc2ccc(Cl)cc2CN1,5
574,CHEMBL594803,C[C@@H]1O[C@H](C[N+](C)(C)C)COC1(C)C,4.21999999
575,CHEMBL3084413,C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](C=C(c1cccs1)c1cccs1)C2,9.13667714
576,CHEMBL167816,C[C@@H](c1ccc(S(=O)(=O)c2ccc3c(c2)OCO3)cc1)N1CCN(C2CCN(C(=O)c3sccc3Cl)CC2)C[C@H]1C,9.522878745
577,CHEMBL354678,CCC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,7.010016542
578,CHEMBL3323279,C[N+](C)(C)CCCCCC[N+]1(C)[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,7.467983854
579,CHEMBL346194,O=C(NC1CCN(Cc2ccccn2)CC1)C(O)(c1ccccc1)C1CCCC1,6.494850022
580,CHEMBL82512,O=C(c1cccs1)N(c1ccc(Br)cc1)C1CCN(Cc2ccccc2)CC1,7.599980365
581,CHEMBL434684,CC(C1=C(CN(C)C)Cc2ccccc21)c1ccccn1,7.910094889
582,CHEMBL302809,CC1(CCN)CCN(C(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,6.677780705
583,CHEMBL294273,CC(=O)OC1CC2CCCC1N2C,5.513454898
584,CHEMBL900,Cc1ccccc1C(OCCN(C)C)c1ccccc1,6.872895202
585,CHEMBL280220,CCCc1c(C(=O)OCC)c2c3c(ccc2n1C)OC1c2ccc(SC)cc2CCN1C3,5.420000453
586,CHEMBL67281,C[C@H]1CN(C2CCN(C(=O)c3c(F)cccc3F)CC2)CCN1[C@@H](C)c1ccc(S(=O)(=O)c2ccc3c(c2)OCO3)cc1,6.453457337
587,CHEMBL343697,C[N+]12CCC(CC1)C(C1Cc3ccccc3O1)C2,5.73554165
588,CHEMBL71124,COc1ccc([S+]([O-])c2ccc(C(C)C3CCN(C4CCCCC4)CC3)cc2)cc1,9.853871964
589,CHEMBL64894,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,6.294136288
590,CHEMBL394254,CN(C)C1(CNCCC2CCCC2)COc2ccccc2OC1,8.619788758
591,CHEMBL222636,C[N+]1(CC(=O)c2ccccc2)CCC(N2CC(c3ccccc3)(c3ccccc3)NC2=O)C1,7.501689446
592,CHEMBL593861,CC1(C)OC[C@@H](C[N+](C)(C)C)OC1(C)C,4.330000038
593,CHEMBL259131,C[C@H]1OC[C@@H]([C@H]2CCC[N+]2(C)C)O1,5.300000202
594,CHEMBL343449,Nc1ccc(CN2CCC(NC(=O)[C@](O)(c3ccccc3)[C@@H]3CCC(F)(F)C3)CC2)cc1,6.657577319
595,CHEMBL478226,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)[C@@H]2CCCC[C@H]21,6
596,CHEMBL146351,CC(C)=CCCN1CCC(NC(=O)[C@](O)(c2ccccc2)[C@H]2CCC(F)(F)C2)CC1,5.853871964
597,CHEMBL300845,Cc1ccccc1C(=O)N1CCC(N2CCC(C3(c4ccc(C(=O)NC(C)C)cc4)OCCO3)CC2)CC1,8.045757491
598,CHEMBL11877,CC(C)Sc1ccc(CC2CCN(C3CCN(C(=O)c4ccccc4-c4ccccc4)CC3)CC2)cc1,6.602059991
599,CHEMBL467094,COc1cc2c3c(c1OC)-c1cc4c(cc1CC3N(C)CC2)OCO4,5
600,CHEMBL564,CN(C)CCCN1c2ccccc2Sc2ccccc21,6.412289035
601,CHEMBL354523,CCC(C1=C(CCN(C)C)Cc2cc(Cl)ccc21)c1ccccn1,6.970007825
602,CHEMBL71799,NCC1CCC(NC(=O)[C@](O)(c2ccccc2)[C@@H]2CCC(F)(F)C2)CC1,5.167491087
603,CHEMBL1172_NBI70350,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,7.420216403
604,CHEMBL368990,C[C@@H]1OC(=O)[C@H]2C[C@H]3CCCC[C@@H]3[C@@H](CCCN3CCN[C@H](C)C3)[C@@H]12,6.301029996
605,CHEMBL53965,CC(C)NC(=O)c1ccc(CC2CCN(C3CCN(C(=O)c4cccc5[nH]cnc45)CC3)CC2)cc1,7.568636236
606,CHEMBL4072818,O=C1CCc2ccccc2N1CCCN1CCC(Cc2ccccc2)CC1,6.099999035
607,CHEMBL164705,C[C@@H]1CN(C2CCCCC2)CCN1[C@H](C)c1ccc(S(=O)(=O)c2ccc3c(c2)OCO3)cc1,10.52287875
608,CHEMBL2092736,C[C@@H]1O[C@H]([C@@H]2CCC[N+]2(C)C)C[S@+]1[O-],4.289999986
609,CHEMBL20732,CN(C)CCOC(=O)C1=C/C(=C\c2ccccn2)c2ccccc21,4.920000157
610,CHEMBL2441750,CN(C)C[C@H]1CN(C)C(=O)O1,4
611,CHEMBL569089,C[N+]1(C)CCC[C@H]1c1ccc([C@@](O)(c2ccccc2)C2CCCCC2)o1,6.119998612
612,CHEMBL109405,C1=C(c2cc3ccccc3o2)C2CCN1CC2,7.508638306
613,CHEMBL146249,CC(C)=CCCN1CCC(NC(=O)[C@](O)(c2ccccc2)[C@H]2CC[C@@H](F)C2)CC1,5.638272164
614,CHEMBL1112_NBI206354,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,6
615,CHEMBL1535,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,5.634612418
616,CHEMBL7303,COC(=O)C1=CCCN(C)C1,6.684721718
