SMILES,YSI,YSI_err,Source
CCCOCCC,28,2.3,Pfefferle
CC(C)CC=O,27.9,2.3,Pfefferle
CCCC(C)C=O,27.6,2.3,Pfefferle
CC(C)(C)O,27.5,2.3,Pfefferle
CCOC(CC)OCC,27.3,2.4,Pfefferle
C/C=C/C(=O)OC,27.3,2.4,Pfefferle
CCCCCC=O,26.7,2.4,Pfefferle
CCCCCC(=O)OC,26.7,2.4,Pfefferle
CC(=O)C(C)C,26.6,2.4,Pfefferle
C1CCOCC1,26.5,2.4,Pfefferle
CC(C)CO,26.2,2.4,Pfefferle
CCOC(=O)C(C)C,26.1,2.4,Pfefferle
CCC(CC)C(=O)O,25.9,2.4,Pfefferle
CCCOCC(C)O,25.8,2.4,Pfefferle
CCCCC(C)=O,25.6,2.4,Pfefferle
CC(C)OCCO,25.5,2.4,Pfefferle
CCCC(=O)CC,25.5,2.4,Pfefferle
CCCC(=O)OCC,25.5,2.4,Pfefferle
CCCCCO,25.4,2.4,Pfefferle
C=C(C)C(=O)OCC,25.4,2.4,Pfefferle
CC[C@H](C)O,25.3,2.4,Pfefferle
CCCCOCCO,25.3,2.4,Pfefferle
CC[C@@H](C)O,25.2,2.4,Pfefferle
CCC(C)C(=O)OC,24.9,2.4,Pfefferle
CCC(C)O,24.8,2.4,Pfefferle
CCCCC,24.6,2.4,Pfefferle
CCCOC(C)=O,24.4,2.4,Pfefferle
CC(=O)OC(C)C,23.7,2.5,Pfefferle
CCCCOC,23,2.5,Pfefferle
CCC(C)C=O,22.7,2.5,Pfefferle
CCOC(C)OCC,22.4,2.5,Pfefferle
CCCCC(=O)OC,22.3,2.5,Pfefferle
COC(=O)C(C)C,22.2,2.5,Pfefferle
COC1CCCCO1,22.1,2.5,Pfefferle
CCCCO,22,2.5,Pfefferle
C=CC(=O)OCC,22,2.5,Pfefferle
CC(C)C=O,21.2,2.5,Pfefferle
CCCC(C)=O,21.1,2.5,Pfefferle
CCC(=O)CC,21.1,2.5,Pfefferle
CCCCC=O,21.1,2.5,Pfefferle
CCOCCOCC,20.4,2.6,Pfefferle
CCOC(=O)CC,20.3,2.6,Pfefferle
CC(C)OC=O,20.3,2.6,Pfefferle
CCCOC=O,20.3,2.6,Pfefferle
CCC(O)COC,19.8,2.6,Pfefferle
C=CC(=O)OC,19.4,2.6,Pfefferle
CC(C)O,19.2,2.6,Pfefferle
CCC1CO1,18.8,2.6,Pfefferle
CC(C)C(=O)O,18.8,2.6,Pfefferle
COCC(C)OC,18.6,2.6,Pfefferle
CCCC(=O)OC,18.6,2.6,Pfefferle
CCOCOCC,18.5,2.6,Pfefferle
CCCC(=O)O,18.1,2.6,Pfefferle
CCCOC,18,2.6,Pfefferle
COCCCO,17.9,2.6,Pfefferle
CCCC=O,17.6,2.6,Pfefferle
CCC(C)=O,17.2,2.7,Pfefferle
CCOCC,16.8,2.7,Pfefferle
COCC(C)O,16.4,2.7,Pfefferle
COC(C)(C)OC,16.4,2.7,Pfefferle
CCCO,16.2,2.7,Pfefferle
COCCOCCOC,16.1,2.7,Pfefferle
CCOCCO,15.7,2.7,Pfefferle
CCOC(=O)OCC,15.3,2.7,Pfefferle
COCCOCCO,15,2.7,Pfefferle
CCC(=O)OC,15,2.7,Pfefferle
COC(OC)C(C)=O,14.8,2.7,Pfefferle
COC(OC)(OC)OC,14.8,2.7,Pfefferle
COC(C)OC,14.2,2.8,Pfefferle
CCC=O,13.9,2.8,Pfefferle
CC(O)CO,13.7,2.8,Pfefferle
CCOC(C)=O,13.4,2.8,Pfefferle
CC(C)=O,13,2.8,Pfefferle
COC(OC)OC,12.8,2.8,Pfefferle
COC(C)(OC)OC,12.7,2.8,Pfefferle
COCCOC,11.8,2.8,Pfefferle
COC(C)=O,11.7,2.8,Pfefferle
COCOC,10.9,2.9,Pfefferle
COC(=O)OC,10.5,2.9,Pfefferle
C1COCO1,10.3,2.9,Pfefferle
CCO,10.3,2.9,Pfefferle
COC(=O)[C@H](C)O,9.6,2.9,Pfefferle
CCOC=O,9.2,2.9,Pfefferle
OCCO,8.2,3,Pfefferle
CO,6.6,3,Pfefferle
CC1=CCCCC1,62,3,Pfefferle
CC(C)(C)C1=CCCCC1,161,5,Pfefferle
C1=C(c2ccccc2)CCCC1,468,14,Pfefferle
C1=C\CCCCCC/1,78,4,Pfefferle
CC1C=CCCC1,85,4,Pfefferle
CC1CC=CCC1,61,3,Pfefferle
C1=CCCCCC1,79,4,Pfefferle
O=C1CCCC1,22,4,Pfefferle
C=CC(C)(C)O,25,4,Pfefferle
CCN(CC)CC,25.5,5,Pfefferle
CCNCC,13.2,5,Pfefferle
CCCCN(C)C,26.1,5,Pfefferle
CN1CCCCC1,27.9,5,Pfefferle
C=CCNC,25.3,5,Pfefferle
CCCCNCC,22.1,5,Pfefferle
COCOCOCOC,0.5,5,Pfefferle
COCOCOCOCOC,-2.5,5,Pfefferle
COCOCOCOCOCOC,-4.8,5,Pfefferle
CCCOCOCCC,30.8,5,Pfefferle
COCCO,5.9,5,Pfefferle
OCCOCCO,7.9,5,Pfefferle
CCOCCOCCOCC,17.7,5,Pfefferle
CCOC(OCC)(OCC)OCC,25.1,5,Pfefferle
CCCCOCOCOCCCC,42.7,5,Pfefferle
CCCCOCOCOCOCCCC,37.8,5,Pfefferle
CCOCOCOCC,13.8,2,Pfefferle
CCOCOCOCOCC,11.9,2,Pfefferle
CCCOCOCOCCC,25.5,2,Pfefferle
CCCOCOCOCOCCC,21.3,2,Pfefferle
